5.70,29.16,-50.88
5.22,26.58,-50.04
4.98,26.70,-50.04
4.50,26.76,-49.98
4.26,27.36,-49.92
4.14,28.02,-49.80
4.14,28.08,-49.80
4.14,28.20,-49.80
3.84,28.20,-49.74
3.12,28.14,-49.32
3.12,28.14,-49.32
3.30,28.14,-49.38
3.30,27.78,-49.50
3.48,27.24,-49.50
3.30,27.78,-49.86
3.30,27.96,-49.56
3.30,28.08,-49.38
3.30,27.90,-49.50
3.42,27.78,-49.38
3.66,27.84,-49.32
3.96,27.54,-49.20
3.78,27.54,-49.02
3.66,27.00,-48.66
3.36,26.82,-48.54
3.36,26.52,-48.78
3.36,26.46,-48.66
3.30,26.70,-48.66
3.06,26.88,-48.66
2.76,27.00,-48.72
2.94,27.00,-48.96
3.06,26.88,-48.84
3.06,27.06,-49.20
3.06,27.36,-49.14
3.30,27.42,-49.14
3.42,27.42,-49.14
3.06,27.42,-48.78
3.12,27.18,-48.78
2.88,27.72,-48.54
3.06,27.78,-48.54
3.06,27.78,-48.54
3.30,27.72,-48.60
3.30,27.90,-48.42
3.24,27.72,-48.42
3.66,27.54,-48.78
3.60,27.78,-48.78
3.60,27.24,-48.96
3.30,27.18,-48.96
3.30,26.88,-48.96
3.12,27.00,-48.84
2.88,26.82,-49.02
2.94,26.82,-49.02
2.88,26.82,-49.02
2.88,26.82,-49.14
2.88,26.70,-49.14
2.88,26.70,-49.14
2.88,27.00,-48.96
2.76,27.18,-48.96
3.06,27.18,-49.02
3.06,27.36,-49.02
3.06,27.36,-49.02
2.88,27.36,-48.78
2.88,27.42,-48.78
2.88,27.54,-48.78
3.12,27.36,-48.96
3.12,27.18,-48.96
2.88,27.18,-48.84
2.58,27.00,-48.72
2.40,27.00,-48.54
2.70,27.18,-48.72
2.70,27.18,-48.78
2.76,26.88,-48.78
2.52,27.06,-48.42
2.58,27.24,-48.42
2.58,27.42,-48.42
2.88,27.60,-48.72
3.12,27.60,-48.90
3.06,27.42,-48.72
2.70,27.60,-48.42
2.46,27.84,-48.48
2.52,27.60,-48.78
2.46,27.60,-48.78
2.28,27.60,-48.90
2.46,27.42,-48.78
2.64,27.36,-48.42
2.88,27.36,-48.42
3.24,27.18,-48.42
3.42,27.18,-48.42
3.30,27.24,-48.42
3.42,27.24,-48.42
3.54,27.06,-48.36
3.36,27.24,-48.42
3.12,27.54,-48.78
3.12,28.08,-48.96
3.12,28.08,-48.96
3.24,28.26,-48.96
3.60,28.44,-48.78
3.60,28.26,-48.78
3.60,28.80,-48.78
3.54,29.16,-48.36
3.60,29.16,-48.36
3.18,28.32,-48.00
3.48,28.32,-48.18
3.42,28.32,-48.00
3.06,28.14,-48.18
3.00,28.32,-47.82
3.06,27.78,-47.82
3.06,27.42,-48.18
2.94,27.42,-48.18
3.42,27.72,-48.18
3.18,27.90,-48.00
3.24,27.72,-48.00
3.24,27.90,-48.12
3.24,27.60,-48.42
3.18,27.78,-48.42
3.18,27.78,-48.42
3.18,27.78,-48.24
3.00,27.96,-48.42
3.18,28.32,-48.60
3.18,28.32,-48.90
3.42,28.14,-48.78
