6.36,21.66,-50.76
7.80,24.18,-52.50
7.98,24.48,-51.18
8.04,24.84,-49.86
8.04,25.20,-48.60
8.04,25.74,-47.28
8.04,26.34,-45.96
8.10,26.88,-44.64
8.28,27.24,-43.44
8.70,27.60,-41.70
8.34,27.66,-41.34
8.34,27.66,-41.34
8.52,27.84,-40.98
8.52,27.84,-40.98
8.52,27.66,-40.98
8.52,27.48,-40.98
8.40,27.66,-40.92
8.22,28.20,-41.28
8.40,28.38,-41.64
8.82,28.44,-41.64
8.46,27.96,-41.64
8.10,27.96,-41.28
7.74,28.14,-40.92
7.74,28.14,-40.92
7.56,27.96,-41.04
7.74,27.42,-40.98
7.74,27.24,-40.98
7.32,27.12,-40.68
7.32,27.42,-41.10
7.32,27.12,-41.46
7.80,26.94,-41.76
7.44,26.82,-41.76
7.20,26.82,-41.70
7.20,27.00,-41.70
7.02,27.00,-41.34
6.66,27.06,-41.70
6.66,26.70,-41.64
7.02,26.76,-41.28
6.84,26.94,-40.92
7.20,27.00,-40.92
7.68,27.06,-40.92
7.68,26.88,-40.92
7.68,26.76,-41.34
7.80,26.76,-41.04
8.04,27.12,-41.04
8.04,27.42,-41.34
8.04,27.42,-41.70
8.04,27.42,-41.70
8.04,27.60,-41.82
8.16,27.60,-41.46
8.52,27.66,-41.34
8.88,27.90,-41.70
9.06,27.90,-41.70
9.06,27.72,-41.70
9.06,27.72,-41.34
9.06,27.72,-40.98
9.06,27.54,-40.98
9.06,27.54,-41.34
8.88,27.72,-41.40
8.70,27.54,-41.10
8.10,27.42,-41.10
7.92,27.42,-41.10
7.74,27.24,-41.46
7.38,27.18,-41.82
7.38,27.12,-41.70
7.20,27.00,-41.70
7.20,26.82,-41.28
7.20,26.82,-41.28
7.50,26.94,-40.92
7.32,26.94,-40.92
7.68,26.94,-40.92
8.04,26.88,-40.92
8.04,27.12,-40.92
8.04,27.42,-40.56
8.16,27.42,-40.92
8.16,27.60,-41.28
8.34,27.78,-41.64
8.70,27.78,-41.16
8.22,27.78,-41.16
8.22,27.84,-41.16
8.22,27.66,-40.86
8.22,27.42,-40.80
7.86,27.60,-40.86
7.68,27.42,-40.86
7.50,27.36,-40.86
7.32,27.36,-41.28
7.50,27.36,-41.28
7.50,27.36,-41.28
7.50,27.36,-41.28
7.50,27.66,-41.64
7.68,27.48,-41.64
7.86,27.48,-41.64
8.22,27.48,-41.64
8.40,27.66,-41.64
8.40,27.84,-41.70
8.40,27.84,-41.76
8.04,27.84,-42.12
7.86,27.84,-42.18
7.50,27.84,-42.18
7.32,27.72,-42.18
7.14,27.48,-42.18
7.14,27.18,-42.24
7.14,27.00,-42.24
7.32,27.00,-42.18
7.62,26.64,-42.24
7.80,26.64,-42.24
8.16,26.88,-42.24
8.16,26.94,-41.88
8.16,27.06,-41.88
7.74,27.12,-41.46
7.50,27.30,-41.34
7.32,27.48,-41.34
7.32,28.02,-41.28
6.96,28.02,-41.28
7.14,28.02,-41.28
7.50,28.20,-41.64
7.14,28.20,-41.64
7.26,28.38,-42.00
7.50,28.20,-42.00
7.14,28.02,-42.06
7.14,27.84,-42.06
7.68,27.66,-42.06
7.32,27.48,-42.06
6.96,27.00,-42.12
7.14,26.94,-41.76
7.44,26.76,-41.76
7.62,26.76,-41.76
7.98,26.76,-41.70
7.80,26.94,-41.34
7.86,27.12,-41.46
8.04,27.30,-41.46
7.86,27.30,-40.98
8.04,27.30,-40.98
8.22,27.48,-40.68
8.22,27.48,-40.68
8.40,27.24,-40.62
8.52,27.24,-40.98
8.04,26.94,-40.56
7.68,26.76,-40.68
8.04,27.06,-40.62
7.86,27.12,-41.10
7.32,26.94,-41.46
7.14,26.94,-41.46
6.60,27.18,-41.10
6.42,27.00,-41.10
6.96,27.00,-41.46
7.50,26.94,-41.34
7.02,26.82,-41.70
7.20,26.76,-41.70
7.56,26.64,-41.34
7.56,26.58,-40.98
7.74,26.46,-41.40
7.92,26.40,-41.52
7.38,26.46,-41.52
7.20,26.58,-41.16
7.80,26.88,-41.16
7.86,26.94,-40.74
7.68,26.94,-41.16
7.50,27.00,-41.52
7.50,27.00,-41.10
7.50,27.00,-41.04
7.50,27.00,-41.04
7.50,27.00,-41.46
7.32,26.82,-41.10
6.96,26.76,-41.46
6.78,26.70,-41.34
7.14,26.64,-41.34
7.32,26.94,-41.70
7.50,26.94,-41.76
7.98,26.70,-41.40
7.80,26.64,-41.34
7.44,26.64,-41.76
7.80,26.76,-41.76
8.16,26.76,-41.88
7.80,26.82,-41.88
7.50,26.64,-41.88
